pose,center,size,color,value,total_dust
"(2.875, 9.5, 0)","(2.5, 9.5, 0)","[0.25, 0.4, 0]",Gray,1533,4007650
"(2.5, 9.125, 0)","(2.5, 9.5, 0)","[0.4, 0.25, 0]",Red,18869,4007650
"(2.125, 9.5, 0)","(2.5, 9.5, 0)","[0.25, 0.4, 0]",Green,7020,4007650
"(3.5, 0.875, 0)","(3.5, 0.5, 0)","[0.4, 0.25, 0]",Green,5674,4007650
"(3.875, 0.5, 0)","(3.5, 0.5, 0)","[0.25, 0.4, 0]",Yellow,12048,4007650
"(3.5, 0.125, 0)","(3.5, 0.5, 0)","[0.4, 0.25, 0]",Yellow,15034,4007650
"(3.125, 0.5, 0)","(3.5, 0.5, 0)","[0.25, 0.4, 0]",Yellow,15534,4007650
"(3.5, 1.875, 0)","(3.5, 1.5, 0)","[0.4, 0.25, 0]",Gray,2463,4007650
"(3.875, 1.5, 0)","(3.5, 1.5, 0)","[0.25, 0.4, 0]",Gray,1940,4007650
"(3.5, 1.125, 0)","(3.5, 1.5, 0)","[0.4, 0.25, 0]",Green,8096,4007650
"(3.125, 1.5, 0)","(3.5, 1.5, 0)","[0.25, 0.4, 0]",Gray,639,4007650
"(3.5, 2.875, 0)","(3.5, 2.5, 0)","[0.4, 0.25, 0]",Yellow,11935,4007650
"(3.875, 2.5, 0)","(3.5, 2.5, 0)","[0.25, 0.4, 0]",Yellow,16200,4007650
"(3.5, 2.125, 0)","(3.5, 2.5, 0)","[0.4, 0.25, 0]",Gray,3606,4007650
"(3.125, 2.5, 0)","(3.5, 2.5, 0)","[0.25, 0.4, 0]",Yellow,10666,4007650
"(3.5, 3.875, 0)","(3.5, 3.5, 0)","[0.4, 0.25, 0]",Yellow,13738,4007650
"(3.875, 3.5, 0)","(3.5, 3.5, 0)","[0.25, 0.4, 0]",Green,9378,4007650
"(3.5, 3.125, 0)","(3.5, 3.5, 0)","[0.4, 0.25, 0]",Yellow,15875,4007650
"(3.125, 3.5, 0)","(3.5, 3.5, 0)","[0.25, 0.4, 0]",Green,8831,4007650
"(3.5, 4.875, 0)","(3.5, 4.5, 0)","[0.4, 0.25, 0]",Gray,3607,4007650
"(3.875, 4.5, 0)","(3.5, 4.5, 0)","[0.25, 0.4, 0]",Gray,278,4007650
"(3.5, 4.125, 0)","(3.5, 4.5, 0)","[0.4, 0.25, 0]",Red,18992,4007650
"(3.125, 4.5, 0)","(3.5, 4.5, 0)","[0.25, 0.4, 0]",Green,8039,4007650
"(3.5, 5.875, 0)","(3.5, 5.5, 0)","[0.4, 0.25, 0]",Yellow,17233,4007650
"(3.875, 5.5, 0)","(3.5, 5.5, 0)","[0.25, 0.4, 0]",Yellow,13452,4007650
"(3.5, 5.125, 0)","(3.5, 5.5, 0)","[0.4, 0.25, 0]",Yellow,13894,4007650
"(3.125, 5.5, 0)","(3.5, 5.5, 0)","[0.25, 0.4, 0]",Yellow,13324,4007650
"(3.5, 6.875, 0)","(3.5, 6.5, 0)","[0.4, 0.25, 0]",Yellow,14001,4007650
"(3.875, 6.5, 0)","(3.5, 6.5, 0)","[0.25, 0.4, 0]",Green,5210,4007650
"(3.5, 6.125, 0)","(3.5, 6.5, 0)","[0.4, 0.25, 0]",Gray,2514,4007650
"(3.125, 6.5, 0)","(3.5, 6.5, 0)","[0.25, 0.4, 0]",Yellow,12678,4007650
"(3.5, 7.875, 0)","(3.5, 7.5, 0)","[0.4, 0.25, 0]",Yellow,13258,4007650
"(3.875, 7.5, 0)","(3.5, 7.5, 0)","[0.25, 0.4, 0]",Yellow,10556,4007650
"(3.5, 7.125, 0)","(3.5, 7.5, 0)","[0.4, 0.25, 0]",Yellow,17029,4007650
"(3.125, 7.5, 0)","(3.5, 7.5, 0)","[0.25, 0.4, 0]",Green,8598,4007650
"(3.5, 8.875, 0)","(3.5, 8.5, 0)","[0.4, 0.25, 0]",Green,4958,4007650
"(3.875, 8.5, 0)","(3.5, 8.5, 0)","[0.25, 0.4, 0]",Green,9806,4007650
"(3.5, 8.125, 0)","(3.5, 8.5, 0)","[0.4, 0.25, 0]",Green,5319,4007650
"(3.125, 8.5, 0)","(3.5, 8.5, 0)","[0.25, 0.4, 0]",Green,9604,4007650
"(3.5, 9.875, 0)","(3.5, 9.5, 0)","[0.4, 0.25, 0]",Gray,2051,4007650
"(3.875, 9.5, 0)","(3.5, 9.5, 0)","[0.25, 0.4, 0]",Yellow,15973,4007650
"(3.5, 9.125, 0)","(3.5, 9.5, 0)","[0.4, 0.25, 0]",Yellow,15211,4007650
"(3.125, 9.5, 0)","(3.5, 9.5, 0)","[0.25, 0.4, 0]",Gray,1540,4007650
"(4.5, 0.875, 0)","(4.5, 0.5, 0)","[0.4, 0.25, 0]",Gray,3366,4007650
"(4.875, 0.5, 0)","(4.5, 0.5, 0)","[0.25, 0.4, 0]",Gray,1981,4007650
"(4.5, 0.125, 0)","(4.5, 0.5, 0)","[0.4, 0.25, 0]",Green,7381,4007650
"(4.125, 0.5, 0)","(4.5, 0.5, 0)","[0.25, 0.4, 0]",Yellow,16122,4007650
"(4.5, 1.875, 0)","(4.5, 1.5, 0)","[0.4, 0.25, 0]",Red,19873,4007650
"(4.875, 1.5, 0)","(4.5, 1.5, 0)","[0.25, 0.4, 0]",Yellow,13729,4007650
"(4.5, 1.125, 0)","(4.5, 1.5, 0)","[0.4, 0.25, 0]",Green,9907,4007650
"(4.125, 1.5, 0)","(4.5, 1.5, 0)","[0.25, 0.4, 0]",Yellow,13194,4007650
"(4.5, 2.875, 0)","(4.5, 2.5, 0)","[0.4, 0.25, 0]",Gray,1897,4007650
"(4.875, 2.5, 0)","(4.5, 2.5, 0)","[0.25, 0.4, 0]",Yellow,12978,4007650
"(4.5, 2.125, 0)","(4.5, 2.5, 0)","[0.4, 0.25, 0]",Red,19698,4007650
"(4.125, 2.5, 0)","(4.5, 2.5, 0)","[0.25, 0.4, 0]",Yellow,14814,4007650
"(4.5, 3.875, 0)","(4.5, 3.5, 0)","[0.4, 0.25, 0]",Gray,756,4007650
"(4.875, 3.5, 0)","(4.5, 3.5, 0)","[0.25, 0.4, 0]",Gray,3660,4007650
"(4.5, 3.125, 0)","(4.5, 3.5, 0)","[0.4, 0.25, 0]",Green,8568,4007650
"(4.125, 3.5, 0)","(4.5, 3.5, 0)","[0.25, 0.4, 0]",Green,5107,4007650
"(4.5, 4.875, 0)","(4.5, 4.5, 0)","[0.4, 0.25, 0]",Yellow,11294,4007650
"(4.875, 4.5, 0)","(4.5, 4.5, 0)","[0.25, 0.4, 0]",Yellow,10356,4007650
"(4.5, 4.125, 0)","(4.5, 4.5, 0)","[0.4, 0.25, 0]",Red,19938,4007650
"(4.125, 4.5, 0)","(4.5, 4.5, 0)","[0.25, 0.4, 0]",Green,9459,4007650
"(4.5, 5.875, 0)","(4.5, 5.5, 0)","[0.4, 0.25, 0]",Yellow,13381,4007650
"(4.875, 5.5, 0)","(4.5, 5.5, 0)","[0.25, 0.4, 0]",Yellow,16087,4007650
"(4.5, 5.125, 0)","(4.5, 5.5, 0)","[0.4, 0.25, 0]",Yellow,11868,4007650
"(4.125, 5.5, 0)","(4.5, 5.5, 0)","[0.25, 0.4, 0]",Green,8566,4007650
"(4.5, 6.875, 0)","(4.5, 6.5, 0)","[0.4, 0.25, 0]",Green,6940,4007650
"(4.875, 6.5, 0)","(4.5, 6.5, 0)","[0.25, 0.4, 0]",Green,5414,4007650
"(4.5, 6.125, 0)","(4.5, 6.5, 0)","[0.4, 0.25, 0]",Green,5521,4007650
"(4.125, 6.5, 0)","(4.5, 6.5, 0)","[0.25, 0.4, 0]",Yellow,10039,4007650
"(4.5, 7.875, 0)","(4.5, 7.5, 0)","[0.4, 0.25, 0]",Yellow,10134,4007650
"(4.875, 7.5, 0)","(4.5, 7.5, 0)","[0.25, 0.4, 0]",Yellow,10994,4007650
"(4.5, 7.125, 0)","(4.5, 7.5, 0)","[0.4, 0.25, 0]",Gray,592,4007650
"(4.125, 7.5, 0)","(4.5, 7.5, 0)","[0.25, 0.4, 0]",Green,8160,4007650
"(4.5, 8.875, 0)","(4.5, 8.5, 0)","[0.4, 0.25, 0]",Gray,1808,4007650
"(4.875, 8.5, 0)","(4.5, 8.5, 0)","[0.25, 0.4, 0]",Yellow,10090,4007650
"(4.5, 8.125, 0)","(4.5, 8.5, 0)","[0.4, 0.25, 0]",Green,4995,4007650
"(4.125, 8.5, 0)","(4.5, 8.5, 0)","[0.25, 0.4, 0]",Green,6640,4007650
"(4.5, 9.875, 0)","(4.5, 9.5, 0)","[0.4, 0.25, 0]",Yellow,15809,4007650
"(4.875, 9.5, 0)","(4.5, 9.5, 0)","[0.25, 0.4, 0]",Gray,592,4007650
"(4.5, 9.125, 0)","(4.5, 9.5, 0)","[0.4, 0.25, 0]",Yellow,11284,4007650
"(4.125, 9.5, 0)","(4.5, 9.5, 0)","[0.25, 0.4, 0]",Gray,3701,4007650
"(5.5, 0.875, 0)","(5.5, 0.5, 0)","[0.4, 0.25, 0]",Gray,341,4007650
"(5.875, 0.5, 0)","(5.5, 0.5, 0)","[0.25, 0.4, 0]",Red,19664,4007650
"(5.5, 0.125, 0)","(5.5, 0.5, 0)","[0.4, 0.25, 0]",Gray,3046,4007650
"(5.125, 0.5, 0)","(5.5, 0.5, 0)","[0.25, 0.4, 0]",Yellow,14173,4007650
"(5.5, 1.875, 0)","(5.5, 1.5, 0)","[0.4, 0.25, 0]",Yellow,10084,4007650
"(5.875, 1.5, 0)","(5.5, 1.5, 0)","[0.25, 0.4, 0]",Gray,3872,4007650
"(5.5, 1.125, 0)","(5.5, 1.5, 0)","[0.4, 0.25, 0]",Green,9238,4007650
"(5.125, 1.5, 0)","(5.5, 1.5, 0)","[0.25, 0.4, 0]",Gray,628,4007650
"(5.5, 2.875, 0)","(5.5, 2.5, 0)","[0.4, 0.25, 0]",Yellow,10945,4007650
"(5.875, 2.5, 0)","(5.5, 2.5, 0)","[0.25, 0.4, 0]",Yellow,17965,4007650
"(5.5, 2.125, 0)","(5.5, 2.5, 0)","[0.4, 0.25, 0]",Yellow,15437,4007650
"(5.125, 2.5, 0)","(5.5, 2.5, 0)","[0.25, 0.4, 0]",Gray,1894,4007650
"(5.5, 3.875, 0)","(5.5, 3.5, 0)","[0.4, 0.25, 0]",Green,9613,4007650
"(5.875, 3.5, 0)","(5.5, 3.5, 0)","[0.25, 0.4, 0]",Green,5373,4007650
"(5.5, 3.125, 0)","(5.5, 3.5, 0)","[0.4, 0.25, 0]",Yellow,12934,4007650
"(5.125, 3.5, 0)","(5.5, 3.5, 0)","[0.25, 0.4, 0]",Yellow,16597,4007650
"(5.5, 4.875, 0)","(5.5, 4.5, 0)","[0.4, 0.25, 0]",Yellow,14715,4007650
"(5.875, 4.5, 0)","(5.5, 4.5, 0)","[0.25, 0.4, 0]",Green,8293,4007650
"(5.5, 4.125, 0)","(5.5, 4.5, 0)","[0.4, 0.25, 0]",Yellow,11908,4007650
"(5.125, 4.5, 0)","(5.5, 4.5, 0)","[0.25, 0.4, 0]",Green,9332,4007650
"(5.5, 5.875, 0)","(5.5, 5.5, 0)","[0.4, 0.25, 0]",Red,18256,4007650
"(5.875, 5.5, 0)","(5.5, 5.5, 0)","[0.25, 0.4, 0]",Green,4367,4007650
"(5.5, 5.125, 0)","(5.5, 5.5, 0)","[0.4, 0.25, 0]",Yellow,12598,4007650
"(5.125, 5.5, 0)","(5.5, 5.5, 0)","[0.25, 0.4, 0]",Yellow,10963,4007650
"(5.5, 6.875, 0)","(5.5, 6.5, 0)","[0.4, 0.25, 0]",Yellow,13554,4007650
"(5.875, 6.5, 0)","(5.5, 6.5, 0)","[0.25, 0.4, 0]",Green,5174,4007650
"(5.5, 6.125, 0)","(5.5, 6.5, 0)","[0.4, 0.25, 0]",Gray,3756,4007650
"(5.125, 6.5, 0)","(5.5, 6.5, 0)","[0.25, 0.4, 0]",Yellow,16333,4007650
"(5.5, 7.875, 0)","(5.5, 7.5, 0)","[0.4, 0.25, 0]",Green,7115,4007650
"(5.875, 7.5, 0)","(5.5, 7.5, 0)","[0.25, 0.4, 0]",Yellow,10095,4007650
"(5.5, 7.125, 0)","(5.5, 7.5, 0)","[0.4, 0.25, 0]",Yellow,15069,4007650
"(5.125, 7.5, 0)","(5.5, 7.5, 0)","[0.25, 0.4, 0]",Red,19482,4007650
"(5.5, 8.875, 0)","(5.5, 8.5, 0)","[0.4, 0.25, 0]",Gray,999,4007650
"(5.875, 8.5, 0)","(5.5, 8.5, 0)","[0.25, 0.4, 0]",Yellow,14858,4007650
"(5.5, 8.125, 0)","(5.5, 8.5, 0)","[0.4, 0.25, 0]",Green,6138,4007650
"(5.125, 8.5, 0)","(5.5, 8.5, 0)","[0.25, 0.4, 0]",Yellow,10395,4007650
"(5.5, 9.875, 0)","(5.5, 9.5, 0)","[0.4, 0.25, 0]",Yellow,17144,4007650
"(5.875, 9.5, 0)","(5.5, 9.5, 0)","[0.25, 0.4, 0]",Yellow,15857,4007650
"(5.5, 9.125, 0)","(5.5, 9.5, 0)","[0.4, 0.25, 0]",Yellow,14179,4007650
"(5.125, 9.5, 0)","(5.5, 9.5, 0)","[0.25, 0.4, 0]",Gray,1380,4007650
"(6.5, 0.875, 0)","(6.5, 0.5, 0)","[0.4, 0.25, 0]",Yellow,14453,4007650
"(6.875, 0.5, 0)","(6.5, 0.5, 0)","[0.25, 0.4, 0]",Yellow,12244,4007650
"(6.5, 0.125, 0)","(6.5, 0.5, 0)","[0.4, 0.25, 0]",Gray,2138,4007650
"(6.125, 0.5, 0)","(6.5, 0.5, 0)","[0.25, 0.4, 0]",Yellow,15935,4007650
"(6.5, 1.875, 0)","(6.5, 1.5, 0)","[0.4, 0.25, 0]",Gray,478,4007650
"(6.875, 1.5, 0)","(6.5, 1.5, 0)","[0.25, 0.4, 0]",Gray,1612,4007650
"(6.5, 1.125, 0)","(6.5, 1.5, 0)","[0.4, 0.25, 0]",Green,5001,4007650
"(6.125, 1.5, 0)","(6.5, 1.5, 0)","[0.25, 0.4, 0]",Gray,1569,4007650
"(6.5, 2.875, 0)","(6.5, 2.5, 0)","[0.4, 0.25, 0]",Green,7171,4007650
"(6.875, 2.5, 0)","(6.5, 2.5, 0)","[0.25, 0.4, 0]",Green,8556,4007650
"(6.5, 2.125, 0)","(6.5, 2.5, 0)","[0.4, 0.25, 0]",Yellow,10002,4007650
"(6.125, 2.5, 0)","(6.5, 2.5, 0)","[0.25, 0.4, 0]",Gray,1547,4007650
"(6.5, 3.875, 0)","(6.5, 3.5, 0)","[0.4, 0.25, 0]",Red,19606,4007650
"(6.875, 3.5, 0)","(6.5, 3.5, 0)","[0.25, 0.4, 0]",Red,18591,4007650
"(6.5, 3.125, 0)","(6.5, 3.5, 0)","[0.4, 0.25, 0]",Gray,2894,4007650
"(6.125, 3.5, 0)","(6.5, 3.5, 0)","[0.25, 0.4, 0]",Yellow,13877,4007650
"(6.5, 4.875, 0)","(6.5, 4.5, 0)","[0.4, 0.25, 0]",Green,5940,4007650
"(6.875, 4.5, 0)","(6.5, 4.5, 0)","[0.25, 0.4, 0]",Gray,737,4007650
"(6.5, 4.125, 0)","(6.5, 4.5, 0)","[0.4, 0.25, 0]",Red,18248,4007650
"(6.125, 4.5, 0)","(6.5, 4.5, 0)","[0.25, 0.4, 0]",Green,4431,4007650
"(6.5, 5.875, 0)","(6.5, 5.5, 0)","[0.4, 0.25, 0]",Yellow,11531,4007650
"(6.875, 5.5, 0)","(6.5, 5.5, 0)","[0.25, 0.4, 0]",Gray,3434,4007650
"(6.5, 5.125, 0)","(6.5, 5.5, 0)","[0.4, 0.25, 0]",Yellow,10895,4007650
"(6.125, 5.5, 0)","(6.5, 5.5, 0)","[0.25, 0.4, 0]",Yellow,10283,4007650
"(6.5, 6.875, 0)","(6.5, 6.5, 0)","[0.4, 0.25, 0]",Yellow,16286,4007650
"(6.875, 6.5, 0)","(6.5, 6.5, 0)","[0.25, 0.4, 0]",Gray,2139,4007650
"(6.5, 6.125, 0)","(6.5, 6.5, 0)","[0.4, 0.25, 0]",Red,18319,4007650
"(6.125, 6.5, 0)","(6.5, 6.5, 0)","[0.25, 0.4, 0]",Yellow,15936,4007650
"(6.5, 7.875, 0)","(6.5, 7.5, 0)","[0.4, 0.25, 0]",Green,7542,4007650
"(6.875, 7.5, 0)","(6.5, 7.5, 0)","[0.25, 0.4, 0]",Yellow,15938,4007650
"(6.5, 7.125, 0)","(6.5, 7.5, 0)","[0.4, 0.25, 0]",Green,8031,4007650
"(6.125, 7.5, 0)","(6.5, 7.5, 0)","[0.25, 0.4, 0]",Green,7187,4007650
"(6.5, 8.875, 0)","(6.5, 8.5, 0)","[0.4, 0.25, 0]",Yellow,17792,4007650
"(6.875, 8.5, 0)","(6.5, 8.5, 0)","[0.25, 0.4, 0]",Yellow,10548,4007650
"(6.5, 8.125, 0)","(6.5, 8.5, 0)","[0.4, 0.25, 0]",Yellow,17203,4007650
"(6.125, 8.5, 0)","(6.5, 8.5, 0)","[0.25, 0.4, 0]",Yellow,12075,4007650
"(6.5, 9.875, 0)","(6.5, 9.5, 0)","[0.4, 0.25, 0]",Yellow,13525,4007650
"(6.875, 9.5, 0)","(6.5, 9.5, 0)","[0.25, 0.4, 0]",Gray,1578,4007650
"(6.5, 9.125, 0)","(6.5, 9.5, 0)","[0.4, 0.25, 0]",Yellow,14235,4007650
"(6.125, 9.5, 0)","(6.5, 9.5, 0)","[0.25, 0.4, 0]",Yellow,17124,4007650
"(7.5, 0.875, 0)","(7.5, 0.5, 0)","[0.4, 0.25, 0]",Yellow,15766,4007650
"(7.875, 0.5, 0)","(7.5, 0.5, 0)","[0.25, 0.4, 0]",Red,18916,4007650
"(7.5, 0.125, 0)","(7.5, 0.5, 0)","[0.4, 0.25, 0]",Yellow,11027,4007650
"(7.125, 0.5, 0)","(7.5, 0.5, 0)","[0.25, 0.4, 0]",Green,6836,4007650
"(7.5, 1.875, 0)","(7.5, 1.5, 0)","[0.4, 0.25, 0]",Yellow,14106,4007650
"(7.875, 1.5, 0)","(7.5, 1.5, 0)","[0.25, 0.4, 0]",Yellow,11571,4007650
"(7.5, 1.125, 0)","(7.5, 1.5, 0)","[0.4, 0.25, 0]",Gray,3500,4007650
"(7.125, 1.5, 0)","(7.5, 1.5, 0)","[0.25, 0.4, 0]",Gray,1683,4007650
"(7.5, 2.875, 0)","(7.5, 2.5, 0)","[0.4, 0.25, 0]",Gray,2733,4007650
"(7.875, 2.5, 0)","(7.5, 2.5, 0)","[0.25, 0.4, 0]",Yellow,13478,4007650
"(7.5, 2.125, 0)","(7.5, 2.5, 0)","[0.4, 0.25, 0]",Gray,375,4007650
"(7.125, 2.5, 0)","(7.5, 2.5, 0)","[0.25, 0.4, 0]",Yellow,12886,4007650
"(7.5, 3.875, 0)","(7.5, 3.5, 0)","[0.4, 0.25, 0]",Yellow,13122,4007650
"(7.875, 3.5, 0)","(7.5, 3.5, 0)","[0.25, 0.4, 0]",Yellow,15330,4007650
"(7.5, 3.125, 0)","(7.5, 3.5, 0)","[0.4, 0.25, 0]",Green,4495,4007650
"(7.125, 3.5, 0)","(7.5, 3.5, 0)","[0.25, 0.4, 0]",Yellow,11052,4007650
"(7.5, 4.875, 0)","(7.5, 4.5, 0)","[0.4, 0.25, 0]",Gray,1319,4007650
"(7.875, 4.5, 0)","(7.5, 4.5, 0)","[0.25, 0.4, 0]",Red,19959,4007650
"(7.5, 4.125, 0)","(7.5, 4.5, 0)","[0.4, 0.25, 0]",Green,4402,4007650
"(7.125, 4.5, 0)","(7.5, 4.5, 0)","[0.25, 0.4, 0]",Gray,219,4007650
"(7.5, 5.875, 0)","(7.5, 5.5, 0)","[0.4, 0.25, 0]",Yellow,16110,4007650
"(7.875, 5.5, 0)","(7.5, 5.5, 0)","[0.25, 0.4, 0]",Green,4834,4007650
"(7.5, 5.125, 0)","(7.5, 5.5, 0)","[0.4, 0.25, 0]",Red,19027,4007650
"(7.125, 5.5, 0)","(7.5, 5.5, 0)","[0.25, 0.4, 0]",Green,8613,4007650
"(7.5, 6.875, 0)","(7.5, 6.5, 0)","[0.4, 0.25, 0]",Yellow,13603,4007650
"(7.875, 6.5, 0)","(7.5, 6.5, 0)","[0.25, 0.4, 0]",Green,6634,4007650
"(7.5, 6.125, 0)","(7.5, 6.5, 0)","[0.4, 0.25, 0]",Yellow,11322,4007650
"(7.125, 6.5, 0)","(7.5, 6.5, 0)","[0.25, 0.4, 0]",Yellow,13635,4007650
"(7.5, 7.875, 0)","(7.5, 7.5, 0)","[0.4, 0.25, 0]",Yellow,12054,4007650
"(7.875, 7.5, 0)","(7.5, 7.5, 0)","[0.25, 0.4, 0]",Yellow,11901,4007650
"(7.5, 7.125, 0)","(7.5, 7.5, 0)","[0.4, 0.25, 0]",Yellow,10898,4007650
"(7.125, 7.5, 0)","(7.5, 7.5, 0)","[0.25, 0.4, 0]",Yellow,15070,4007650
"(7.5, 8.875, 0)","(7.5, 8.5, 0)","[0.4, 0.25, 0]",Green,4622,4007650
"(7.875, 8.5, 0)","(7.5, 8.5, 0)","[0.25, 0.4, 0]",Red,19893,4007650
"(7.5, 8.125, 0)","(7.5, 8.5, 0)","[0.4, 0.25, 0]",Yellow,11083,4007650
"(7.125, 8.5, 0)","(7.5, 8.5, 0)","[0.25, 0.4, 0]",Yellow,11402,4007650
"(7.5, 9.875, 0)","(7.5, 9.5, 0)","[0.4, 0.25, 0]",Green,5404,4007650
"(7.875, 9.5, 0)","(7.5, 9.5, 0)","[0.25, 0.4, 0]",Green,6549,4007650
"(7.5, 9.125, 0)","(7.5, 9.5, 0)","[0.4, 0.25, 0]",Gray,1322,4007650
"(7.125, 9.5, 0)","(7.5, 9.5, 0)","[0.25, 0.4, 0]",Yellow,14524,4007650
"(8.5, 0.875, 0)","(8.5, 0.5, 0)","[0.4, 0.25, 0]",Yellow,17533,4007650
"(8.875, 0.5, 0)","(8.5, 0.5, 0)","[0.25, 0.4, 0]",Yellow,11120,4007650
"(8.5, 0.125, 0)","(8.5, 0.5, 0)","[0.4, 0.25, 0]",Gray,720,4007650
"(8.125, 0.5, 0)","(8.5, 0.5, 0)","[0.25, 0.4, 0]",Green,6048,4007650
"(8.5, 1.875, 0)","(8.5, 1.5, 0)","[0.4, 0.25, 0]",Green,9465,4007650
"(8.875, 1.5, 0)","(8.5, 1.5, 0)","[0.25, 0.4, 0]",Green,7141,4007650
"(8.5, 1.125, 0)","(8.5, 1.5, 0)","[0.4, 0.25, 0]",Yellow,13359,4007650
"(8.125, 1.5, 0)","(8.5, 1.5, 0)","[0.25, 0.4, 0]",Gray,1241,4007650
"(8.5, 2.875, 0)","(8.5, 2.5, 0)","[0.4, 0.25, 0]",Gray,3767,4007650
"(8.875, 2.5, 0)","(8.5, 2.5, 0)","[0.25, 0.4, 0]",Red,19123,4007650
"(8.5, 2.125, 0)","(8.5, 2.5, 0)","[0.4, 0.25, 0]",Yellow,13626,4007650
"(8.125, 2.5, 0)","(8.5, 2.5, 0)","[0.25, 0.4, 0]",Red,19864,4007650
"(8.5, 3.875, 0)","(8.5, 3.5, 0)","[0.4, 0.25, 0]",Green,4110,4007650
"(8.875, 3.5, 0)","(8.5, 3.5, 0)","[0.25, 0.4, 0]",Yellow,13675,4007650
"(8.5, 3.125, 0)","(8.5, 3.5, 0)","[0.4, 0.25, 0]",Green,9818,4007650
"(8.125, 3.5, 0)","(8.5, 3.5, 0)","[0.25, 0.4, 0]",Green,4851,4007650
"(8.5, 4.875, 0)","(8.5, 4.5, 0)","[0.4, 0.25, 0]",Red,19813,4007650
"(8.875, 4.5, 0)","(8.5, 4.5, 0)","[0.25, 0.4, 0]",Gray,290,4007650
"(8.5, 4.125, 0)","(8.5, 4.5, 0)","[0.4, 0.25, 0]",Gray,171,4007650
"(8.125, 4.5, 0)","(8.5, 4.5, 0)","[0.25, 0.4, 0]",Green,4132,4007650
"(8.5, 5.875, 0)","(8.5, 5.5, 0)","[0.4, 0.25, 0]",Red,18145,4007650
"(8.875, 5.5, 0)","(8.5, 5.5, 0)","[0.25, 0.4, 0]",Green,7844,4007650
"(8.5, 5.125, 0)","(8.5, 5.5, 0)","[0.4, 0.25, 0]",Yellow,13310,4007650
"(8.125, 5.5, 0)","(8.5, 5.5, 0)","[0.25, 0.4, 0]",Yellow,13000,4007650
"(8.5, 6.875, 0)","(8.5, 6.5, 0)","[0.4, 0.25, 0]",Green,9697,4007650
"(8.875, 6.5, 0)","(8.5, 6.5, 0)","[0.25, 0.4, 0]",Yellow,16806,4007650
"(8.5, 6.125, 0)","(8.5, 6.5, 0)","[0.4, 0.25, 0]",Yellow,10637,4007650
"(8.125, 6.5, 0)","(8.5, 6.5, 0)","[0.25, 0.4, 0]",Yellow,13808,4007650
"(8.5, 7.875, 0)","(8.5, 7.5, 0)","[0.4, 0.25, 0]",Yellow,15716,4007650
"(8.875, 7.5, 0)","(8.5, 7.5, 0)","[0.25, 0.4, 0]",Red,18947,4007650
"(8.5, 7.125, 0)","(8.5, 7.5, 0)","[0.4, 0.25, 0]",Green,6085,4007650
"(8.125, 7.5, 0)","(8.5, 7.5, 0)","[0.25, 0.4, 0]",Red,18959,4007650
"(8.5, 8.875, 0)","(8.5, 8.5, 0)","[0.4, 0.25, 0]",Red,18596,4007650
"(8.875, 8.5, 0)","(8.5, 8.5, 0)","[0.25, 0.4, 0]",Red,19112,4007650
"(8.5, 8.125, 0)","(8.5, 8.5, 0)","[0.4, 0.25, 0]",Green,6480,4007650
"(8.125, 8.5, 0)","(8.5, 8.5, 0)","[0.25, 0.4, 0]",Yellow,13535,4007650
"(8.5, 9.875, 0)","(8.5, 9.5, 0)","[0.4, 0.25, 0]",Gray,3505,4007650
"(8.875, 9.5, 0)","(8.5, 9.5, 0)","[0.25, 0.4, 0]",Green,9295,4007650
"(8.5, 9.125, 0)","(8.5, 9.5, 0)","[0.4, 0.25, 0]",Yellow,10070,4007650
"(8.125, 9.5, 0)","(8.5, 9.5, 0)","[0.25, 0.4, 0]",Green,7285,4007650
"(9.5, 0.875, 0)","(9.5, 0.5, 0)","[0.4, 0.25, 0]",Gray,3031,4007650
"(9.875, 0.5, 0)","(9.5, 0.5, 0)","[0.25, 0.4, 0]",Yellow,17484,4007650
"(9.5, 0.125, 0)","(9.5, 0.5, 0)","[0.4, 0.25, 0]",Yellow,12542,4007650
"(9.125, 0.5, 0)","(9.5, 0.5, 0)","[0.25, 0.4, 0]",Yellow,12955,4007650
"(9.5, 1.875, 0)","(9.5, 1.5, 0)","[0.4, 0.25, 0]",Yellow,14596,4007650
"(9.875, 1.5, 0)","(9.5, 1.5, 0)","[0.25, 0.4, 0]",Green,5545,4007650
"(9.5, 1.125, 0)","(9.5, 1.5, 0)","[0.4, 0.25, 0]",Yellow,13889,4007650
"(9.125, 1.5, 0)","(9.5, 1.5, 0)","[0.25, 0.4, 0]",Gray,739,4007650
"(9.5, 2.875, 0)","(9.5, 2.5, 0)","[0.4, 0.25, 0]",Yellow,15293,4007650
"(9.875, 2.5, 0)","(9.5, 2.5, 0)","[0.25, 0.4, 0]",Yellow,12346,4007650
"(9.5, 2.125, 0)","(9.5, 2.5, 0)","[0.4, 0.25, 0]",Yellow,13410,4007650
"(9.125, 2.5, 0)","(9.5, 2.5, 0)","[0.25, 0.4, 0]",Green,6058,4007650
"(9.5, 3.875, 0)","(9.5, 3.5, 0)","[0.4, 0.25, 0]",Yellow,17648,4007650
"(9.875, 3.5, 0)","(9.5, 3.5, 0)","[0.25, 0.4, 0]",Gray,3491,4007650
"(9.5, 3.125, 0)","(9.5, 3.5, 0)","[0.4, 0.25, 0]",Red,18790,4007650
